country_name,facility_name,org_unit_uid,data_element_name,year_month,monthly_value,rolling_3_month_avg
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,Measles immunisations,202505,167.0,110.66666666666667
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202406,53.0,53.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202407,201.0,127.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202408,0.0,84.66666666666667
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202409,295.0,165.33333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202410,246.0,180.33333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202411,141.0,227.33333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202412,102.0,163.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202501,61.0,101.33333333333333
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202502,107.0,90.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202503,0.0,56.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202504,283.0,130.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB bacteriologically confirmed,202505,188.0,157.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB presumptive cases,202406,5.0,5.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB presumptive cases,202407,7.0,6.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB presumptive cases,202408,11.0,7.666666666666667
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB presumptive cases,202409,,9.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB presumptive cases,202410,16.0,13.5
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB presumptive cases,202411,21.0,18.5
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB presumptive cases,202412,15.0,17.333333333333332
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB presumptive cases,202501,8.0,14.666666666666666
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB presumptive cases,202502,14.0,12.333333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB presumptive cases,202505,6.0,9.333333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202406,71.0,71.0
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202407,55.4,63.2
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202408,76.9,67.76666666666667
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202409,0.0,44.1
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202410,47.4,41.43333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202411,56.3,34.56666666666666
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202412,54.1,52.599999999999994
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202501,54.1,54.833333333333336
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202502,64.1,57.43333333333334
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202504,,59.099999999999994
Ethiopia,Ramsey Hospital,A8W6O8LHY1e,TB treatment success rate,202505,64.7,64.4
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202406,37.2,37.2
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202407,60.7,48.95
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202408,30.8,42.900000000000006
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202409,44.2,45.23333333333333
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202410,74.5,49.833333333333336
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202411,0.0,39.56666666666667
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202412,64.3,46.26666666666667
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202501,70.3,44.86666666666667
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202502,37.0,57.199999999999996
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202503,46.2,51.166666666666664
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202504,61.4,48.199999999999996
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Contraceptive prevalence rate,202505,63.0,56.86666666666667
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202406,11.0,11.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202407,1.0,6.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202409,7.0,6.333333333333333
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202410,33.0,13.666666666666666
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202411,8.0,16.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202412,16.0,19.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202501,10.0,11.333333333333334
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202502,9.0,11.666666666666666
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202503,4.0,7.666666666666667
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202504,16.0,9.666666666666666
Ethiopia,Dalton Clinic,AETQ4VM4gVy,DR-TB cases detected,202505,14.0,11.333333333333334
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202406,123.0,123.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202407,87.0,105.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202408,42.0,84.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202409,0.0,43.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202410,144.0,62.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202411,16.0,53.333333333333336
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202412,207.0,122.33333333333333
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202501,123.0,115.33333333333333
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202502,,165.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202503,161.0,142.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202504,206.0,183.5
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV positive results,202505,248.0,205.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202406,7.0,7.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202407,8.0,7.5
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202408,12.0,9.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202409,5.0,8.333333333333334
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202410,13.0,10.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202411,19.0,12.333333333333334
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202412,9.0,13.666666666666666
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202501,37.0,21.666666666666668
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202502,8.0,18.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202503,15.0,20.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202504,9.0,10.666666666666666
Ethiopia,Dalton Clinic,AETQ4VM4gVy,HIV tests conducted,202505,16.0,13.333333333333334
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202406,170.0,170.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202407,280.0,225.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202408,114.0,188.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202409,139.0,177.66666666666666
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202410,58.0,103.66666666666667
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202411,222.0,139.66666666666666
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202412,154.0,144.66666666666666
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202501,113.0,163.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202502,6.0,91.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202503,151.0,90.0
Ethiopia,Dalton Clinic,AETQ4VM4gVy,Skilled birth attendants,202505,296.0,151.0
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202406,67.0,67.0
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202407,0.0,33.5
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202408,375.0,147.33333333333334
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202409,461.0,278.6666666666667
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202410,290.0,375.3333333333333
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202411,74.0,275.0
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202412,470.0,278.0
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202502,242.0,262.0
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202503,346.0,352.6666666666667
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202504,267.0,285.0
Uganda,Williams Hospital,AJR62MJwhRa,ACT doses distributed,202505,242.0,285.0
Uganda,Williams Hospital,AJR62MJwhRa,Malaria positivity rate,202406,49.5,49.5
Uganda,Williams Hospital,AJR62MJwhRa,Malaria positivity rate,202407,52.4,50.95
Uganda,Williams Hospital,AJR62MJwhRa,Malaria positivity rate,202408,65.0,55.63333333333333
Uganda,Williams Hospital,AJR62MJwhRa,Malaria positivity rate,202409,54.0,57.13333333333333
Uganda,Williams Hospital,AJR62MJwhRa,Malaria positivity rate,202410,49.5,56.166666666666664
Uganda,Williams Hospital,AJR62MJwhRa,Malaria positivity rate,202411,0.0,34.5
Uganda,Williams Hospital,AJR62MJwhRa,Malaria positivity rate,202501,66.4,38.63333333333333
Uganda,Williams Hospital,AJR62MJwhRa,Malaria positivity rate,202502,57.0,41.13333333333333
Uganda,Williams Hospital,AJR62MJwhRa,Malaria positivity rate,202504,67.2,63.53333333333334
Uganda,Williams Hospital,AJR62MJwhRa,Malaria positivity rate,202505,30.9,51.699999999999996
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202406,31.0,31.0
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202407,59.0,45.0
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202408,,45.0
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202409,96.0,77.5
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202410,180.0,138.0
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202411,13.0,96.33333333333333
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202412,172.0,121.66666666666667
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202501,103.0,96.0
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202502,62.0,112.33333333333333
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202503,273.0,146.0
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202504,102.0,145.66666666666666
Uganda,Williams Hospital,AJR62MJwhRa,Post-abortion care clients,202505,268.0,214.33333333333334
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202406,198.0,198.0
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202407,143.0,170.5
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202408,270.0,203.66666666666666
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202409,276.0,229.66666666666666
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202411,54.0,200.0
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202412,0.0,110.0
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202501,41.0,31.666666666666668
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202502,,20.5
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202503,106.0,73.5
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202504,153.0,129.5
Uganda,Williams Hospital,AJR62MJwhRa,Skilled birth attendants,202505,0.0,86.33333333333333
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202406,372.0,372.0
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202407,262.0,317.0
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202408,335.0,323.0
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202409,154.0,250.33333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202410,184.0,224.33333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202411,206.0,181.33333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202412,225.0,205.0
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202501,110.0,180.33333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202502,492.0,275.6666666666667
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202503,68.0,223.33333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202504,277.0,279.0
Kenya,Anderson Dispensary,APLuyDcTgCO,ACT doses distributed,202505,78.0,141.0
Kenya,Anderson Dispensary,APLuyDcTgCO,Contraceptive prevalence rate,202406,71.9,71.9
Kenya,Anderson Dispensary,APLuyDcTgCO,Contraceptive prevalence rate,202407,,71.9
Kenya,Anderson Dispensary,APLuyDcTgCO,Contraceptive prevalence rate,202408,77.5,74.7
Kenya,Anderson Dispensary,APLuyDcTgCO,Contraceptive prevalence rate,202409,48.2,62.85
Kenya,Anderson Dispensary,APLuyDcTgCO,Contraceptive prevalence rate,202411,67.6,64.43333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,Contraceptive prevalence rate,202412,64.7,60.166666666666664
Kenya,Anderson Dispensary,APLuyDcTgCO,Contraceptive prevalence rate,202501,71.3,67.86666666666667
Kenya,Anderson Dispensary,APLuyDcTgCO,Contraceptive prevalence rate,202503,55.7,63.9
Kenya,Anderson Dispensary,APLuyDcTgCO,Contraceptive prevalence rate,202504,76.4,67.8
Kenya,Anderson Dispensary,APLuyDcTgCO,Contraceptive prevalence rate,202505,28.9,53.66666666666668
Kenya,Anderson Dispensary,APLuyDcTgCO,DPT3 immunisations,202409,95.0,95.0
Kenya,Anderson Dispensary,APLuyDcTgCO,DPT3 immunisations,202410,245.0,170.0
Kenya,Anderson Dispensary,APLuyDcTgCO,DPT3 immunisations,202411,33.0,124.33333333333333
Kenya,Anderson Dispensary,APLuyDcTgCO,DPT3 immunisations,202412,230.0,169.33333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,DPT3 immunisations,202502,21.0,94.66666666666667
Kenya,Anderson Dispensary,APLuyDcTgCO,DPT3 immunisations,202503,229.0,160.0
Kenya,Anderson Dispensary,APLuyDcTgCO,DPT3 immunisations,202504,66.0,105.33333333333333
Kenya,Anderson Dispensary,APLuyDcTgCO,DPT3 immunisations,202505,252.0,182.33333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202406,178.0,178.0
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202407,17.0,97.5
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202408,236.0,143.66666666666666
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202409,132.0,128.33333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202410,35.0,134.33333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202411,238.0,135.0
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202412,42.0,105.0
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202502,98.0,126.0
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202503,198.0,112.66666666666667
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202504,92.0,129.33333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,Measles immunisations,202505,181.0,157.0
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202406,10.0,10.0
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202407,13.0,11.5
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202408,5.0,9.333333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202409,26.0,14.666666666666666
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202410,14.0,15.0
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202411,,20.0
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202412,7.0,10.5
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202501,7.0,7.0
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202502,32.0,15.333333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202503,0.0,13.0
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202504,20.0,17.333333333333332
Kenya,Anderson Dispensary,APLuyDcTgCO,RDT tests conducted,202505,11.0,10.333333333333334
Kenya,Anderson Dispensary,APLuyDcTgCO,Skilled birth attendants,202406,162.0,162.0
